1,1,1695.0,386.0,136.0,342.0,1,-1,-1,-1
1,2,255.0,459.0,103.0,246.0,1,-1,-1,-1
1,3,1885.0,380.0,34.0,202.0,1,-1,-1,-1
1,4,2.0,306.0,81.0,614.0,1,-1,-1,-1
1,5,1284.0,463.0,74.0,195.0,1,-1,-1,-1
2,1,1694.0298370165747,386.9975165745857,126.0,341.0,1,-1,-1,-1
2,2,258.9726546961326,456.0124337016574,106.0,247.0,1,-1,-1,-1
2,3,1884.0024889502763,375.9875718232044,35.0,215.0,1,-1,-1,-1
2,4,1.9875718232044193,309.0124337016574,86.0,603.0,1,-1,-1,-1
2,5,1286.9701685082873,464.9975165745857,80.0,192.0,1,-1,-1,-1
2,6,1255.0,532.0,53.0,126.0,1,-1,-1,-1
2,7,120.0,510.0,69.0,236.0,1,-1,-1,-1
2,8,1332.0,488.0,47.0,158.0,1,-1,-1,-1
3,1,1691.0589736754234,389.97553724740806,120.0,340.0,1,-1,-1,-1
3,2,262.99488701823753,457.00012442827494,99.0,245.0,1,-1,-1,-1
3,3,1883.0098209335454,375.9999082297182,35.0,215.0,1,-1,-1,-1
3,4,-0.13216206363924243,313.02458189000777,117.0,590.0,1,-1,-1,-1
3,5,1287.9948653983818,462.0195606785271,79.0,194.0,1,-1,-1,-1
3,6,1256.9975165745857,534.9975165745857,50.0,121.0,1,-1,-1,-1
3,7,115.01243370165747,509.0024889502762,74.0,237.0,1,-1,-1,-1
3,8,1331.000002762431,485.0049751381215,49.0,162.0,1,-1,-1,-1
3,9,1725.0,399.0,143.0,335.0,1,-1,-1,-1
4,1,1693.0102152737313,391.98029890703845,114.0,340.0,1,-1,-1,-1
4,2,258.9951317213565,456.9853557542291,108.0,248.0,1,-1,-1,-1
4,3,1880.014757879898,374.00492622254706,38.0,218.0,1,-1,-1,-1
4,4,1.0088092848598365,299.1174710583416,113.0,594.0,1,-1,-1,-1
4,5,1287.034224485861,444.0979039998688,74.0,210.0,1,-1,-1,-1
4,6,1259.9804287397546,534.0048862014875,48.0,122.0,1,-1,-1,-1
4,7,113.99523293592836,503.0293869029316,77.0,243.0,1,-1,-1,-1
4,8,1333.9804503596104,487.98049359932156,47.0,160.0,1,-1,-1,-1
4,9,1760.927903314917,457.853317679558,100.0,276.0,1,-1,-1,-1
5,1,1697.9462535156783,388.024370572433,115.0,343.0,1,-1,-1,-1
5,2,259.0342136170344,459.9755245054745,101.0,247.0,1,-1,-1,-1
5,3,1878.009871571398,365.0440119583999,40.0,227.0,1,-1,-1,-1
5,4,-0.06305607406613234,242.22525625280093,128.0,662.0,1,-1,-1,-1
5,5,1289.9368516274185,460.89325334484147,81.0,198.0,1,-1,-1,-1
5,6,1259.987841234056,534.0068516932619,48.0,122.0,1,-1,-1,-1
5,7,115.00486371263338,516.9367260462808,74.0,228.0,1,-1,-1,-1
5,8,1331.999878642388,485.00475985027845,51.0,165.0,1,-1,-1,-1
5,9,1760.9375807243707,457.87128238182936,100.0,276.0,1,-1,-1,-1
6,1,1696.9703109164802,385.99054930712805,123.0,349.0,1,-1,-1,-1
6,2,260.9807876860827,458.00970189752263,101.0,249.0,1,-1,-1,-1
6,3,1876.0097811014934,364.01003531313677,42.0,227.0,1,-1,-1,-1
6,4,-0.014647006942354324,228.09345182272796,131.0,671.0,1,-1,-1,-1
6,5,1288.9947637197336,461.0039882177275,84.0,197.0,1,-1,-1,-1
6,6,1259.9963648394687,534.0099282961473,48.0,122.0,1,-1,-1,-1
6,7,116.99030456343226,514.0239652312624,72.0,229.0,1,-1,-1,-1
6,8,1330.0049606007917,479.0147486543701,54.0,174.0,1,-1,-1,-1
6,9,1760.9483692449355,457.8903581952119,100.0,276.0,1,-1,-1,-1
7,1,1694.0145823650223,383.00003282912337,126.0,355.0,1,-1,-1,-1
7,2,268.94631010532856,455.01972342371664,96.0,251.0,1,-1,-1,-1
7,3,1867.0486906638014,367.00965001882173,50.0,219.0,1,-1,-1,-1
7,4,0.9323561586303555,230.96494182735887,143.0,672.0,1,-1,-1,-1
7,5,1294.9369279582472,454.01966296304795,85.0,207.0,1,-1,-1,-1
7,6,1260.0059995559925,534.0141160101439,48.0,122.0,1,-1,-1,-1
7,7,115.00972863501482,515.9856914798238,74.0,228.0,1,-1,-1,-1
7,8,1330.0121421109016,479.0153668081564,54.0,174.0,1,-1,-1,-1
7,9,1760.9602688766115,457.9105451197055,100.0,276.0,1,-1,-1,-1
8,1,1693.9516660968638,382.9952704433209,136.0,356.0,1,-1,-1,-1
8,2,272.9853118399805,455.9904917517382,91.0,251.0,1,-1,-1,-1
8,3,1867.0049261195995,366.9949886777174,49.0,220.0,1,-1,-1,-1
8,4,-0.03844761749805059,229.98342727038926,153.0,677.0,1,-1,-1,-1
8,5,1293.0098297084476,452.9953519841315,87.0,210.0,1,-1,-1,-1
8,6,1260.0167453836273,534.0194148352516,48.0,122.0,1,-1,-1,-1
8,7,117.98551354154836,517.004903954572,71.0,225.0,1,-1,-1,-1
8,8,1330.0204347321223,479.01709607305384,54.0,174.0,1,-1,-1,-1
8,9,1760.9732796193985,457.93184315531016,100.0,276.0,1,-1,-1,-1
9,1,1692.9952204717113,384.99041529082376,139.0,354.0,1,-1,-1,-1
9,2,275.97610719256295,457.00974041336326,90.0,247.0,1,-1,-1,-1
9,3,1867.9898888914156,370.9803194154723,49.0,216.0,1,-1,-1,-1
9,4,0.9718964285419673,233.98861978382297,157.0,671.0,1,-1,-1,-1
